,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
3272011975,3,4,2,0,5,0,0,2,0,1,0,10,0,6,1,1,0,6,1,0
3272859946,9,9,1,4,20,8,0,35,0,2,3,17,2,13,4,5,1,13,2,0
3275211140,2,1,0,1,1,3,0,6,0,0,0,2,0,1,0,2,0,1,0,0
3275461663,1,1,0,0,1,0,0,0,0,0,0,10,0,6,0,0,0,7,0,0
3276616865,1,2,0,0,2,0,0,4,0,0,0,11,0,10,0,0,0,7,0,0
3284119630,1,0,0,2,3,1,0,3,0,0,0,6,1,4,0,0,0,4,0,0
3293818731,1,1,0,5,7,3,0,12,0,2,1,3,2,2,0,1,0,4,1,0
3293916225,15,12,4,3,15,7,0,10,0,2,1,2,0,1,3,5,0,3,0,0
3296585563,5,3,1,0,4,1,0,5,0,0,0,0,0,0,0,1,0,1,1,1
3298013135,6,8,2,1,4,0,0,3,1,2,0,1,1,0,3,3,0,0,0,0
3300379516,1,1,0,1,1,0,0,3,0,0,0,6,0,3,0,1,0,3,0,0
3302971092,1,2,0,0,5,1,0,6,0,2,0,3,4,2,0,0,0,2,0,0
3306615057,4,2,0,0,6,1,0,2,0,0,0,1,0,0,0,0,0,2,1,0
3315917221,4,3,0,2,2,2,0,7,1,1,0,0,0,0,1,2,0,0,0,0
3320740391,0,4,3,2,8,1,0,6,0,0,1,8,1,8,0,0,1,6,0,0
3321307989,1,2,1,1,9,2,0,7,2,1,0,0,0,1,1,0,0,0,1,0
3409769999,4,8,3,1,7,3,0,8,0,0,0,3,0,2,0,0,0,2,1,0
3416286908,4,5,2,0,2,0,0,2,0,2,0,3,0,2,0,1,0,3,0,0
3419083911,19,12,3,7,14,8,0,23,1,6,2,15,0,8,0,6,0,13,2,0
3435932698,6,3,0,1,4,3,0,7,1,0,0,2,0,2,1,3,0,2,0,0
3438301815,2,3,1,0,7,1,0,4,0,0,0,2,0,3,1,0,0,1,0,0
3443270986,4,2,0,0,4,3,0,2,1,2,0,3,0,2,1,0,0,3,0,0
3449054607,4,6,1,0,5,1,0,4,0,1,0,4,0,3,1,4,0,3,0,0
3449109510,1,3,4,0,5,0,0,1,1,0,0,5,0,6,0,0,0,4,0,0
3450751100,5,6,2,0,4,1,0,5,0,1,0,12,1,7,2,3,0,6,0,0
3457976454,2,3,2,0,6,1,0,4,0,2,0,4,1,3,1,0,0,1,0,0
3462413901,3,4,1,0,4,1,0,3,1,1,0,6,0,3,1,2,0,4,0,0
3473639712,4,3,1,3,8,2,0,7,0,1,0,1,2,0,0,1,0,0,1,0
3494004098,4,4,0,1,4,2,0,4,0,1,0,4,1,1,1,0,0,2,1,0
3496449367,1,3,1,2,7,2,0,9,1,2,1,0,0,1,2,1,0,0,0,0
3501865894,10,6,2,1,5,3,0,4,2,1,0,10,1,5,0,4,0,6,0,0
3503156355,5,2,1,0,3,2,0,3,0,1,0,8,0,4,1,0,0,4,0,0
3503382860,2,7,7,1,15,3,0,4,1,3,0,0,2,0,2,0,0,0,0,0
3503473873,5,5,0,1,2,1,0,2,1,2,0,2,1,1,0,1,0,2,0,0
3506575792,3,7,4,1,7,0,0,5,2,1,0,0,0,1,0,0,0,0,0,0
3514570209,10,13,5,1,8,0,0,1,1,1,0,3,0,2,0,4,0,3,0,0
3519550526,6,6,0,2,4,1,0,5,1,2,1,1,0,0,0,4,0,0,1,0
3519774262,14,9,2,2,10,6,0,14,1,3,1,8,1,7,1,2,0,7,0,0
3532174304,8,7,2,0,3,0,0,0,0,1,0,4,0,1,0,4,0,1,0,0
3539106009,1,2,0,0,4,0,1,3,0,0,0,7,0,4,1,1,0,2,0,0
3539475334,7,8,3,0,3,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0
3541176418,5,3,1,0,8,3,0,2,1,0,0,2,0,1,0,1,0,1,1,0
3542381614,0,1,1,0,3,0,0,2,0,0,0,6,0,4,0,1,0,4,0,0
3545923547,9,4,0,0,4,4,0,5,0,0,0,1,0,0,0,2,0,2,0,0
3546212020,3,3,1,0,2,0,0,1,0,1,0,6,0,3,0,1,0,3,0,0
3547397549,2,2,0,0,0,0,0,2,0,2,0,7,0,5,0,2,0,7,0,0
3555012313,6,4,3,1,5,4,0,5,0,1,1,1,0,2,1,1,0,3,0,0
3556066772,4,4,2,1,4,1,0,5,0,0,0,5,0,3,0,2,1,3,0,0
3557607498,3,4,3,3,3,1,0,6,1,2,3,12,0,5,0,1,0,7,0,0
3558215900,5,6,2,0,0,0,0,2,0,2,0,4,0,1,0,2,0,1,0,0
3564876566,0,3,0,2,9,5,0,21,0,1,0,4,1,4,2,1,1,2,1,0
3565757534,2,1,0,3,2,1,0,5,0,0,0,3,0,1,0,1,0,1,1,0
3568127896,9,8,0,0,4,1,0,1,0,0,0,2,0,1,0,3,0,1,0,0
3574181293,4,3,0,1,1,0,0,1,0,1,0,6,0,3,0,1,0,4,0,0
3574294734,5,5,0,1,0,0,0,2,0,0,0,2,1,1,0,5,0,2,0,0
3575405098,1,2,1,0,5,3,0,9,0,1,0,2,1,2,0,0,0,1,1,0
3578973589,3,1,1,0,1,1,0,1,0,0,0,6,0,4,0,1,0,5,0,0
3584598082,2,3,1,0,5,2,0,3,1,2,0,1,1,2,1,0,0,1,0,0
3588944179,1,0,0,0,3,0,0,2,0,1,0,5,0,4,1,2,0,4,0,0
3589291691,2,2,0,2,11,2,0,13,0,0,0,2,0,2,4,0,0,0,1,0
3590747831,15,19,7,1,9,1,0,3,1,2,0,2,0,1,0,6,0,3,0,0
3591557174,9,7,0,0,3,1,0,1,0,1,1,1,0,0,0,4,0,1,0,0
3597211375,3,1,0,1,4,3,0,9,0,0,1,1,1,0,1,1,0,1,0,1
3601819707,3,5,2,0,3,1,0,1,0,1,0,5,0,4,0,1,0,5,0,0
3621288181,5,10,7,1,13,2,0,3,2,2,1,0,1,0,1,0,0,0,0,0
3631777014,5,7,1,0,2,0,0,0,1,2,0,2,0,1,0,3,0,1,0,0
3644011615,5,7,2,1,5,1,0,3,1,2,0,5,1,4,0,3,0,4,1,0
3648466035,5,6,2,0,6,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0
3664565760,9,10,6,4,7,0,0,8,0,2,2,1,0,1,1,2,0,2,1,0
3665409118,9,7,0,0,3,1,0,0,0,2,0,1,0,0,0,3,0,2,0,0
3674080405,5,4,1,1,4,2,1,8,0,0,0,3,1,2,0,2,0,5,0,0
3689613473,5,5,1,1,4,0,0,5,0,0,2,1,0,1,0,2,0,1,1,0
3693656287,8,12,6,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3693816047,0,2,1,2,3,0,1,7,0,0,1,0,2,1,1,0,0,1,0,0
3710394657,6,3,0,1,1,1,0,3,0,0,1,2,0,1,0,3,0,3,0,0
3739190730,4,7,4,1,7,1,0,5,1,3,0,5,2,3,0,1,0,4,0,0
3749846733,1,2,3,1,4,2,0,6,1,0,0,2,0,1,0,0,0,1,1,0
3760127682,6,3,1,2,3,2,0,6,0,1,0,1,2,0,0,3,0,2,0,0
3869259165,4,4,2,3,6,1,0,7,0,0,0,1,1,0,1,2,0,1,1,0
3878160274,0,0,0,2,3,1,1,8,0,1,0,4,0,1,1,1,1,2,1,0
3878400583,6,7,2,2,7,3,0,8,1,3,0,5,0,3,0,3,0,4,1,0
3879124606,1,3,1,0,3,0,0,0,0,0,0,7,0,3,0,1,0,4,0,0
3882983747,7,13,7,4,23,4,0,16,1,6,0,13,3,8,3,1,0,6,1,1
3898537516,4,4,0,1,5,1,0,4,1,1,0,6,0,3,0,3,0,1,0,0
3906074682,9,5,0,4,4,7,0,13,0,0,1,4,0,3,0,4,0,4,0,0
3915476745,5,4,1,1,4,2,0,1,0,0,0,1,1,0,0,1,0,1,0,0
3917855945,4,2,0,0,5,1,0,3,0,3,0,7,0,4,2,1,0,5,0,0
3918439181,2,3,0,0,5,0,0,2,0,2,0,9,0,4,1,1,0,6,0,0
3921601736,9,7,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,0,0
3921620335,10,12,5,0,14,2,0,6,2,2,0,10,0,7,2,6,0,9,0,0
3925018914,4,7,3,0,6,0,0,3,2,4,0,16,0,8,0,2,0,9,0,0
3926503709,5,2,0,1,3,2,0,6,0,0,1,1,0,1,0,2,0,1,1,0
3933178059,5,5,3,1,6,0,0,1,1,1,0,10,0,6,0,2,0,5,0,0
3933354870,7,7,2,0,4,1,0,0,0,1,0,2,0,2,0,2,0,2,0,0
3940968656,4,3,0,2,5,3,1,4,0,0,2,2,0,3,1,0,0,4,0,0
3942962659,10,6,0,2,7,2,0,7,0,1,1,3,2,3,1,4,0,4,1,0
3950818417,3,8,3,3,10,4,0,9,1,2,0,0,1,1,0,1,0,1,0,0
3951769727,6,5,4,1,7,1,0,1,1,1,0,2,1,1,1,0,0,0,0,0
3952282202,3,2,1,1,4,2,0,4,0,2,0,4,1,1,0,0,0,2,1,0
3966781942,1,10,7,0,6,0,0,3,2,3,0,2,0,1,0,0,0,1,0,0
3969671507,5,4,0,1,6,2,0,6,0,1,0,1,1,2,3,3,0,2,0,0
3974850944,8,7,0,1,3,2,0,2,0,2,0,2,0,1,1,3,0,2,0,0
3981187502,2,2,0,0,6,2,0,3,1,2,0,0,1,1,0,1,0,2,0,0
3985051897,1,2,1,2,7,1,0,5,0,1,0,1,1,0,1,1,0,0,1,0
3990533066,5,4,2,0,2,2,0,1,1,1,0,4,0,4,0,0,0,4,0,0
3994412454,5,4,1,0,6,2,0,3,0,2,0,5,0,3,0,2,0,4,0,0
3995354967,3,10,8,0,10,1,0,4,1,1,0,4,0,2,0,2,0,4,0,0
3996226980,13,7,0,0,9,5,0,4,0,1,0,1,0,0,1,4,0,3,0,0
3998244048,4,5,0,0,1,0,0,1,0,1,0,6,0,5,0,4,0,3,0,0
3998566959,6,4,0,0,2,2,0,3,0,1,0,2,0,1,0,2,0,2,0,0
3998805341,5,5,0,0,4,0,0,1,0,3,0,8,0,5,1,2,0,3,0,0
3999748135,7,4,0,1,3,3,0,2,1,1,0,1,0,0,0,1,0,3,0,0
4000698334,1,1,0,0,5,2,0,7,0,1,0,3,0,2,0,1,0,2,1,0
4000794922,4,6,5,0,5,0,0,1,1,2,0,3,0,1,1,1,0,1,0,0
4001330946,7,10,5,0,5,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
4002180037,10,5,0,1,2,1,0,3,0,0,1,1,0,0,0,4,0,1,0,0
4002734456,1,3,0,3,6,4,0,16,0,2,1,3,1,5,0,0,0,1,1,0
4002898590,5,8,5,1,6,2,0,5,1,2,1,2,0,0,0,0,0,0,0,0
4008004239,4,3,0,2,2,2,1,4,0,1,0,4,0,1,0,1,0,2,0,0
4013729347,8,8,4,1,13,3,0,4,1,3,0,11,0,5,2,4,0,7,0,0
4016273594,4,2,0,0,1,2,0,2,0,1,0,6,0,4,0,0,0,4,0,0
4018788858,9,8,3,0,0,0,0,4,0,1,1,0,0,0,0,6,0,1,0,0
4022501729,1,2,1,3,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
4033473667,6,6,1,3,4,2,0,5,2,1,0,0,0,1,1,2,0,0,0,0
4036329078,0,1,0,2,3,1,0,6,1,1,1,3,0,3,4,0,0,2,0,0
4040065638,9,14,3,0,3,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0
4045089100,7,8,5,0,4,1,0,1,0,0,0,2,0,1,0,2,0,2,0,0
4048115810,6,10,4,0,6,0,0,2,1,2,0,4,0,2,0,2,0,2,0,0
4048475031,6,8,1,0,3,0,0,4,0,1,0,5,0,2,0,5,0,3,1,0
4057062514,2,3,0,2,4,1,0,5,0,0,0,1,0,1,1,1,0,1,0,0
4063664418,5,5,1,1,0,0,0,2,0,1,0,2,1,1,0,4,0,3,0,0
4071772152,2,1,0,3,5,1,0,6,0,0,0,3,0,2,0,0,0,3,0,0
4077982380,4,3,0,2,6,1,0,4,0,1,0,0,1,0,2,0,0,0,0,0
4078578655,4,4,1,1,3,1,0,3,0,1,0,3,0,1,0,2,0,1,1,0
4080091462,5,2,0,1,4,4,1,10,0,1,2,11,0,6,1,2,0,10,0,0
4082184104,6,5,2,0,3,2,0,1,0,1,0,3,0,2,0,2,0,2,0,0
4087706619,1,1,0,2,2,2,0,9,0,1,0,1,0,1,1,0,0,0,0,0
4091077786,6,5,0,2,4,4,0,10,0,3,0,6,0,4,0,2,0,4,1,0
4098229885,3,0,0,0,4,3,0,4,0,1,0,6,0,5,0,0,0,4,0,0
4100446155,5,5,0,1,4,0,0,4,0,1,0,1,0,0,1,3,0,1,1,0
4103490240,2,3,1,1,3,0,0,2,1,2,0,5,0,2,0,1,0,3,0,0
4104138357,1,0,0,3,3,3,0,9,0,0,1,0,0,0,1,0,1,0,0,0
4105074330,0,0,1,0,1,0,0,1,1,0,0,8,0,6,0,0,0,6,0,0
4106247959,5,3,1,3,8,1,0,7,0,0,2,0,0,0,1,0,1,1,1,0
4109901024,1,1,0,1,6,2,0,9,0,0,0,0,1,0,0,1,1,1,1,0
4119913770,2,2,2,3,7,1,0,6,2,2,1,2,2,0,0,0,0,0,0,0
4120910892,0,3,2,0,3,0,0,1,2,1,0,6,0,5,0,0,0,4,0,0
4132302797,7,6,0,0,4,1,0,1,0,3,0,9,0,4,0,4,0,5,0,0
4134789673,3,1,1,2,3,3,0,8,0,0,0,0,1,0,1,0,0,1,0,0
4134938696,6,4,0,2,3,4,0,7,0,2,0,1,0,0,0,2,0,1,1,0
4135658437,8,10,4,0,6,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0
4135827072,3,4,3,2,4,1,0,7,2,0,0,6,0,5,0,3,0,4,0,0
4137399898,7,10,3,2,9,2,0,6,1,1,0,4,0,1,1,1,0,2,0,0
4141754876,3,4,1,1,4,1,0,5,0,1,1,5,0,4,0,1,0,4,1,0
4144987244,4,6,2,1,3,0,0,1,1,1,0,2,0,2,0,2,0,1,0,0
4145629773,6,7,1,2,3,0,0,3,1,0,0,2,0,1,0,4,0,1,0,0
4145755430,3,4,1,0,4,0,0,2,0,1,0,5,0,3,1,2,0,2,0,0
4146094886,7,7,0,3,4,2,0,5,0,1,0,4,0,2,0,4,0,3,0,0
4147322071,6,9,3,1,8,0,0,4,2,3,0,5,0,2,1,2,0,2,0,0
4149930393,4,2,1,4,3,3,0,11,0,0,1,2,0,1,0,1,0,1,1,0
4150136019,3,3,0,1,7,1,0,5,0,3,0,10,0,4,3,0,0,5,0,0
4151648150,6,2,1,2,4,3,0,5,1,0,0,2,0,1,0,3,0,3,0,0
4158348273,1,1,0,0,0,0,0,6,0,1,1,11,0,6,0,1,0,5,0,0
4164040272,6,5,2,0,3,3,0,3,0,1,0,3,0,1,0,3,0,3,0,0
4173006285,1,0,0,2,11,4,0,11,0,2,0,7,1,5,3,0,0,5,0,0
4173008868,4,3,1,5,12,4,1,21,0,1,3,2,0,5,3,1,0,3,1,0
4174718430,2,3,2,0,6,1,0,1,1,2,0,6,0,3,1,1,0,2,0,0
4174807706,1,1,0,1,4,4,0,9,0,1,0,2,0,2,0,1,0,2,0,0
4179865028,3,4,2,0,2,1,0,3,1,1,0,9,0,5,0,3,0,8,0,0
4187427387,10,6,1,2,7,4,0,11,1,1,0,3,0,1,0,3,0,1,0,0
4191977706,4,2,0,1,4,2,0,3,0,1,0,2,1,1,0,3,0,1,0,0
4193005278,4,2,0,0,2,0,0,1,0,1,0,7,0,5,0,2,0,4,0,0
4198969876,0,1,0,2,4,1,1,5,0,0,2,0,0,1,0,0,0,1,1,0
4203609644,4,6,3,1,7,0,0,2,1,2,0,1,2,0,0,1,0,0,0,0
4212120202,6,6,2,0,3,1,0,2,0,1,0,4,0,2,0,2,0,2,0,0
4212482484,5,3,0,3,7,2,0,4,0,0,0,2,0,0,2,1,0,1,0,0
4214462745,2,2,0,1,2,0,0,6,0,0,0,4,0,3,0,2,1,2,0,0
4214793659,5,4,4,0,6,2,0,1,1,1,0,2,0,1,1,2,0,4,0,0
4215678497,0,0,0,4,4,1,0,8,0,2,0,3,1,1,1,1,0,2,2,0
4216880735,5,6,3,0,7,2,0,3,2,3,0,0,0,0,2,1,0,0,0,0
4222232282,5,6,1,5,12,5,0,15,1,1,2,3,1,1,1,0,1,0,0,1
4224331631,1,1,0,0,3,0,0,0,0,0,0,9,0,6,0,0,0,6,0,0
4226430870,6,4,0,2,2,3,0,4,0,2,0,2,0,1,0,3,0,3,0,0
4236269293,11,10,3,3,7,3,0,11,1,2,1,2,0,1,2,2,1,3,0,0
4237861972,3,9,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4248569863,1,0,0,0,4,0,0,2,0,2,0,10,0,4,0,0,0,5,0,0
4249053412,6,5,3,3,9,1,0,5,0,2,0,1,2,0,0,1,0,0,0,0
4250476766,2,8,3,0,6,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0
4251834418,4,3,0,0,4,1,0,2,0,2,0,5,0,3,0,3,0,3,0,0
4264711119,2,3,1,3,1,1,0,7,0,1,0,3,0,2,0,1,0,1,1,0
4274459570,1,0,0,0,5,1,0,1,0,0,0,8,0,6,1,0,0,5,0,0
4287231278,1,1,0,1,3,0,0,1,1,2,0,7,0,2,0,0,0,2,0,0
4287772880,4,5,0,2,3,0,0,2,1,4,0,2,2,1,0,2,0,1,1,0
4295156926,2,2,0,1,5,4,0,8,0,2,0,3,0,3,0,1,0,2,1,1
4302342613,2,7,7,2,8,0,0,2,2,2,1,2,0,1,1,0,0,1,0,0
4305533743,2,8,9,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4307332186,4,5,3,2,5,1,0,5,0,2,0,1,1,1,2,2,0,2,0,0
4315264413,4,3,0,0,5,1,0,5,1,2,0,1,0,1,1,1,0,1,1,0
4316847580,5,3,1,0,2,2,0,1,0,1,0,7,0,5,0,2,0,5,0,0
4317222754,12,12,6,2,14,3,0,7,2,4,0,14,1,7,1,6,0,10,0,0
4317952179,3,6,2,1,6,0,0,3,3,2,0,1,1,0,1,1,0,0,1,0
4320873322,4,6,0,0,4,1,0,3,1,0,0,5,0,2,0,1,0,2,0,0
4321764343,1,2,1,0,10,1,0,7,1,1,0,8,1,7,1,1,0,5,0,0
4328815326,1,3,3,0,3,0,0,2,0,0,0,6,0,5,0,1,0,4,0,0
4333089282,5,5,0,4,7,2,0,8,0,1,0,8,1,2,0,1,0,4,1,0
4333495858,4,1,0,2,1,3,0,5,1,1,1,0,0,0,0,1,0,4,0,0
4347838056,10,7,2,1,4,1,0,3,1,2,0,3,1,0,0,5,0,1,0,0
4353206499,2,1,1,0,2,0,0,2,1,0,0,10,0,6,0,1,0,8,0,0
4360435748,4,6,3,1,5,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0
4361823712,4,3,0,0,4,2,0,5,0,1,0,13,0,9,0,2,0,9,0,0
4368159725,5,10,4,1,9,0,0,5,1,2,0,5,0,3,1,3,0,2,0,0
4370552097,2,4,0,5,6,0,0,11,0,1,2,1,1,1,2,1,0,1,1,0
4372009859,4,2,0,2,4,2,0,6,0,0,0,1,0,1,1,0,0,1,0,0
4375688893,4,3,0,1,4,3,0,8,0,1,1,3,1,3,1,1,0,2,0,0
4388532431,3,2,1,0,3,1,0,5,0,2,0,3,0,1,0,1,0,2,1,0
4390703531,4,5,1,0,4,2,0,4,1,1,0,4,0,2,0,1,0,4,0,0
4420527509,6,5,0,0,1,0,0,4,0,1,0,5,0,2,0,4,0,3,0,0
4448309468,13,12,2,4,13,3,0,15,0,3,1,5,2,3,0,3,0,4,1,0
4451856307,5,7,1,0,5,0,0,0,1,1,0,3,0,2,0,1,0,3,0,0
4465270940,2,5,5,0,6,0,0,3,1,0,0,1,0,1,1,1,0,0,1,0
4466174307,6,5,0,1,8,2,0,2,0,1,0,1,1,0,0,2,0,1,0,0
4469301420,8,8,2,0,1,2,0,2,1,3,0,1,0,0,0,2,0,0,0,0
4475475292,4,2,1,3,4,3,0,7,0,0,0,0,1,0,1,0,0,0,1,0
4476085823,1,2,2,0,9,1,0,4,1,2,0,7,0,2,0,0,0,2,1,0
4482449647,4,5,4,0,4,2,0,3,0,1,0,0,0,0,2,1,0,0,0,0
4487777748,5,8,3,0,1,1,0,3,1,1,0,1,0,1,0,3,0,2,0,0
4487832920,10,7,1,0,5,2,0,3,0,0,0,1,0,0,0,6,0,1,0,0
4488432679,4,9,5,0,6,1,0,3,1,1,0,0,0,0,0,1,0,1,1,0
4489721520,1,1,0,0,1,1,0,4,0,1,0,8,0,4,0,1,0,3,0,0
4515584476,2,2,0,1,1,0,0,1,0,1,0,7,1,4,0,0,0,3,0,0
4525739859,9,4,1,1,1,5,0,5,0,1,0,0,0,0,0,2,0,3,0,0
4556024637,13,8,1,1,5,5,0,10,0,3,1,5,1,3,1,3,0,6,1,0
4564965422,5,2,1,2,3,4,1,8,0,0,1,3,1,2,0,3,0,3,0,0
4566347359,4,4,0,0,7,2,0,3,0,2,0,2,0,1,2,2,1,3,0,0
4571169682,8,5,0,0,6,2,0,1,0,1,0,2,0,1,1,2,0,1,0,0
4577610050,4,4,0,1,4,1,0,4,0,1,0,1,1,1,1,2,0,1,0,0
4577766385,0,1,0,0,2,0,0,3,0,1,0,9,0,7,0,0,0,5,0,0
4578581093,8,10,2,1,7,4,0,10,0,4,0,5,0,2,1,5,0,3,1,0
4606839967,1,1,0,0,2,0,0,2,0,0,0,8,1,3,0,2,0,4,0,0
4616685040,0,0,0,3,2,1,0,9,0,0,0,0,1,0,2,1,0,1,2,0
4637176852,1,4,3,0,8,1,0,5,0,1,0,2,0,1,1,1,0,3,0,0
4655097476,4,7,1,1,7,0,0,4,1,0,1,1,0,1,0,3,0,1,0,0
4686279441,6,6,2,3,6,1,0,9,0,2,0,3,1,2,1,4,0,1,2,0
4697964512,5,5,1,0,2,1,0,1,0,1,0,6,0,4,0,4,0,6,0,0
4714900975,2,3,0,1,5,0,0,3,1,3,0,4,2,1,0,1,0,0,0,0
4720119702,5,3,0,2,4,4,0,5,0,2,0,1,0,1,2,2,0,1,0,0
4730218318,2,4,1,0,2,0,0,3,0,1,0,5,0,5,0,2,0,5,0,0
4752028882,1,0,0,0,3,1,0,5,0,0,0,4,2,2,1,0,0,3,0,0
4761501770,9,8,1,0,2,1,0,1,0,2,0,0,0,0,0,3,0,2,0,0
4763492497,7,6,0,0,4,1,0,3,0,1,0,6,0,2,0,5,0,4,0,0
4769848004,1,1,0,2,2,0,0,3,0,0,0,5,1,3,0,0,0,4,0,0
4772754274,1,3,2,0,7,0,0,5,0,0,0,9,0,6,0,0,0,5,0,0
4785009482,3,6,1,1,3,0,0,2,1,2,0,4,1,1,0,2,0,0,0,0
4793465370,1,1,1,3,4,1,0,7,0,0,2,1,0,1,0,1,0,1,0,0
4800826084,2,3,0,0,4,1,0,2,1,1,0,4,0,3,1,0,0,2,0,0
4801036483,5,13,11,0,10,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0
4820456092,1,3,2,0,6,1,0,1,0,1,0,4,0,3,1,1,0,4,0,0
4830623973,5,5,2,1,3,0,0,2,0,1,0,4,0,2,1,2,0,2,1,0
4833293043,4,3,0,0,1,1,0,1,0,1,0,4,0,3,0,3,0,4,0,0
4853767610,2,8,5,1,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
4868291062,4,4,1,1,4,0,0,2,0,0,0,3,0,0,0,2,0,0,1,0
4884288496,5,4,0,0,1,1,0,4,0,0,0,11,0,7,0,2,0,9,0,0
4903641578,9,9,1,2,7,0,0,2,0,3,1,7,0,2,1,2,0,5,0,0
4912623976,3,2,0,0,8,2,0,3,0,2,0,9,0,6,2,1,1,5,0,0
4919487661,5,5,1,0,2,0,0,0,1,1,0,3,0,2,0,3,0,2,0,0
4930059288,5,3,0,0,4,3,0,5,0,2,0,5,0,1,1,0,0,1,0,0
4944824353,10,11,4,3,12,4,0,11,2,3,0,4,0,4,2,4,0,5,1,0
4954202263,5,2,0,0,4,3,0,2,0,0,0,2,0,2,0,1,0,2,0,0
4973600398,3,3,0,0,3,2,0,3,1,3,0,12,0,5,0,0,0,7,0,0
4978333194,0,1,1,2,6,1,0,7,1,2,1,1,2,0,1,0,0,0,0,0
4979531105,1,1,0,1,2,1,0,2,0,1,0,8,0,4,0,0,0,4,0,0
4986601270,8,7,1,0,2,1,0,1,0,1,0,2,0,0,0,4,0,1,0,0
5007400730,3,5,2,0,4,1,0,4,1,0,0,2,1,1,0,2,1,2,0,0
5025742787,2,2,1,0,0,0,0,1,0,0,0,7,0,4,0,2,0,4,0,0
5058678430,5,8,2,3,5,1,0,10,1,3,2,1,1,1,0,2,0,2,0,0
5199126659,2,5,3,1,4,0,0,4,1,1,0,2,0,3,1,2,0,3,1,0
5222113437,4,9,3,0,6,1,0,5,2,3,0,2,0,1,1,2,0,2,0,0
5224461364,5,6,0,1,1,0,0,4,0,2,1,1,0,2,0,3,0,2,0,0
5319692956,2,4,2,1,3,0,0,4,1,5,0,10,0,6,2,1,0,8,0,0
5330051864,6,5,2,3,3,1,0,4,0,0,0,0,1,0,0,2,0,0,0,0
5331329469,1,1,0,0,1,2,0,4,0,2,0,6,0,2,0,1,0,4,0,0
5342299050,2,3,3,1,4,0,0,2,0,0,1,4,0,3,0,0,0,2,0,0
5343392970,6,2,1,0,2,5,0,4,0,0,0,1,0,1,0,1,0,3,0,0
5354420512,4,5,1,0,5,0,0,1,0,2,0,5,0,3,0,0,1,3,0,0
5357336773,4,3,0,0,5,1,0,3,0,3,0,4,0,2,0,1,0,1,1,0
5359769274,4,5,0,0,8,2,0,6,2,2,0,0,1,0,1,1,0,0,0,0
5362761019,0,0,0,0,3,0,0,0,0,1,0,10,0,7,0,0,0,5,0,0
5362769849,1,2,0,1,3,0,0,5,0,1,0,6,1,3,0,1,0,3,0,0
5364876015,1,1,0,2,3,1,0,5,0,2,0,11,0,7,0,0,0,7,0,0
5364936030,0,1,0,2,5,3,0,8,1,1,1,2,0,3,1,1,0,3,1,0
5371742244,20,20,7,2,18,7,0,6,3,5,0,4,0,2,2,5,0,5,0,0
5373376283,1,2,0,0,5,0,0,5,1,3,0,5,0,3,0,0,0,0,0,0
5375791291,1,2,1,0,9,1,0,1,0,4,0,2,1,2,3,0,0,1,0,0
5378266664,2,9,6,0,6,0,0,3,2,0,0,6,0,4,0,0,0,4,0,0
5383462180,2,1,1,1,3,1,0,5,1,1,0,2,2,1,0,1,0,2,0,0
5391351535,7,6,2,1,7,0,0,3,1,1,0,4,0,2,0,2,0,3,1,0
5393247010,6,4,1,1,4,1,0,4,0,1,0,7,0,3,0,1,0,4,0,0
5394846417,3,3,1,2,4,1,0,6,1,1,0,2,0,2,0,1,0,2,0,0
5399293137,2,1,0,0,5,3,1,3,0,2,0,4,0,2,0,1,0,3,0,0
5403757885,3,4,1,0,3,0,0,1,2,2,0,6,0,3,0,1,0,3,0,0
5404303421,8,5,1,1,8,3,0,3,1,2,0,9,0,5,1,2,0,6,0,0
5405065430,4,2,0,0,2,2,0,3,0,0,0,4,0,1,1,2,0,3,0,0
5409380350,5,2,0,1,3,1,0,1,0,3,0,5,0,3,0,0,0,3,0,0
5417283580,8,8,2,0,5,3,0,2,0,0,0,1,0,0,0,4,0,1,0,0
5434401183,7,8,2,0,1,0,0,1,1,4,0,1,0,0,0,1,0,0,0,0
5455757079,2,4,0,0,3,0,0,5,1,1,0,3,0,2,2,2,0,3,0,0
5460087384,7,4,0,4,5,4,0,8,0,1,1,2,2,2,0,2,0,1,0,0
5460092388,12,8,1,1,6,2,0,3,0,1,0,6,0,4,1,4,0,5,0,0
5464360737,13,13,5,8,17,5,1,20,0,2,4,4,1,3,1,2,0,3,1,0
